userName,content,score,time
Tuan Muda,"aplikasi paling parah ini padahal koneksi aman, muter-muter doang pas di play, nyesel premium, pantesan rating anjlok",1,9/20/2025 21:22
Agus Salim,susah sekali untuk masuk,1,9/20/2025 20:56
Aisya Hanindya,bagus,5,9/20/2025 17:37
StarGaming,apk kaga jelas,1,9/20/2025 17:28
Miftahul Jannah Mamonto,"Hallo Netflix, sya akan ksh 5 bintang setelah bug slesai. saya menunggu lama sampai film bsa di putar tapi tidak terputar. ini tdk pernah terjadi sebelumnya",4,9/20/2025 15:28
Febryanti Sianipar,gajelasssss ga bisa dibuka😬,1,9/20/2025 12:30
Adit Prasetyo,"bang ini kenapa tiba""akunya keluar padahal batas waktunya belum abis bulanannya kecewa banget ga bisa masuk akun nya padahal belum waktunya abis gimana ini tolong perbaiki",2,9/20/2025 12:07
Azhimi Surya,ini kenapa selalu memuat setiap film nya di putar padahal kouta banyak heran deh,1,9/20/2025 11:51
Rafael Miru,saat menonton selalu terganggu dengan wifi padahal wifi jaringannya bagus,1,9/20/2025 9:16
Agusnia Rachmi,"gaa bisa masuk akun, udah ngulang ngulang tetap ga bisa",2,9/20/2025 8:33
Gabriel Arifi,bosok,1,9/19/2025 22:21
Zihan Wari Nurul Fadilah (jiaa),apa-apaan ini sih! pas mau buat akun nya susah banget dari tadi! tolong ya kalo bisa di permukaan pas masuk apk nya! ya kalo gini gimana mau kasih Reting gede kalo masuk apknya susah banget kaya gini! INGETTT!! PERBAIKII! WOYYY😡🤬,1,9/19/2025 22:13
454 Fabian,gajelas terjadi kesalahan saat mutar video mulu mending HBO Max,1,9/19/2025 22:03
DIEP A,main ngundur undurin jadwal rilis dadakan lu kira kita kita ini bisa beli paket Netflix lagi apa dipikir lah t0l t0l kita beli tanggal brp mau nntn film apa malah tiba tiba diundur k0cak kocak fakyu,1,9/19/2025 20:27
Andri Firmansyah,jaringannya bagus buat buka yang Laen pas buka pengen nonton ga bisa bisa muter doang,1,9/19/2025 18:42
Octavia 26,"mau daftar akun aja susah, kalau ada masalah di apknya tolong dikasih tau lah, bikin kesel aja",1,9/19/2025 18:27
uceN ji,ini kenapa si kalo jeda nonton. trus mau D lanjutin memuat mulu anj.. keluar masuk aplikasi jadi sama aja,2,9/19/2025 17:34
XNAS Abdul Rahim Huntoyungo,aplikasi tidak berguna.,1,9/19/2025 17:27
Sherina Jltn,aplikasi berbayar tp film tidak lengkap,3,9/19/2025 16:46
Ardin Buduha,baru kali in ad aplikasi yg minta kata sandi email,1,9/19/2025 16:34
Amel Imel,Sang at membantu,5,9/19/2025 15:12
Awing Suwardi,ok,5,9/19/2025 12:27
Yanuar Setiawan,Daftarnya Ribettttt,1,9/19/2025 12:16
Dony Kurniawan R,saldo kluar 186.000 padahal instal aja nggak apalah,1,9/19/2025 12:08
Vishaka Orlenta,"SIGN IN ATAU BIKIN AKUN AJA GK BISA YA ALLAH, NAUZUBILLAH AJA NIH APK, SOMETHING WENT WRONG TERUS BABI, BIKIN APK AJA KAGAK GUNA",1,9/19/2025 10:52
Rizky Haryansyah,terlalu banyak masalah,1,9/19/2025 10:49
Doa Restu,maaf ini bikin akun ajah ko bayarr,1,9/19/2025 10:14
Aliph Man,"aplikasi apaan ini,masuk di indo tp gak bisa pake kartu indo,mana gak update sama kyak netflix luar",1,9/19/2025 8:22
zasa emeralda,ga jelas banget. udah 7 bln ga langganan netflix tiba2 ad transaksi langganan otomatis pdhl semua udh di nonaktifkan. mana paketnya beda lagi lebih mahal yg tadinya ga pernah langanan paket itu. terpaksa donlot lagi dan hapus langanan. nyusahin,3,9/19/2025 8:04
Yosi Nanda,apk burikkk gbs login nyett,1,9/19/2025 2:39
Zahra Kisaran,se enak hati ngambil dana orang,1,9/19/2025 0:28
fuat fadillah,loading2 terus ajg,1,9/19/2025 0:20
Pakar Tugas,karyawan Netflix gak ada yang becus apa gimana. login dipersulit seperti ini apa mau mematikan bisnis sendiri? tiru batasan jumlah device dan sistem login OTP Disney kalau mau winwin. heran. digaji mahal malah bodoh ini orang2 Netflix. najis hasil kerja kalian ini,1,9/18/2025 23:44
Difa,"jelek kali koneksi kalau nonton dengan wifinya sekarang, padahal nonton yt dengan wifi aman aja di 1080p",1,9/18/2025 22:35
Rahmat Mat,baguss,5,9/18/2025 22:10
Majalah stannia,Simple dan kerem,5,9/18/2025 22:04
mahfuzh Racing,hari ini aku ultah waktu,5,9/18/2025 21:00
Soesiati Tiyar,Mantap,5,9/18/2025 20:29
ZIA ULHAQ,ok,5,9/18/2025 19:58
Ristian Cahyani,"daftarnya ribet, suka error mulu, suruh bayar padahal cuma gitu doang 🙄🙄",1,9/18/2025 19:26
Syafdio Afdal,"APLIKASI APAAN INI , MASAK YA FILM NYA BELUM PADA UPDATE2 , DULUAN LAYARKACA UPDATE DSRI PADA NETFLIX -_- BAD APL",1,9/18/2025 19:24
Ayu Sukma Candra Dinata,RIBETTT!!!!,5,9/18/2025 14:47
Rekyy Subagia,"terjadi masalah saat memutar video.coba lagi. (5.10) semua film kayak gitu, apaan anj?",1,9/18/2025 13:21
Ronik Ronik,"mentang-mentang udah banyak user yang langganan, advice users nya ga di dengerin. buat CS yang lihat ini, sampaiin ke atasan, jangan gitu. jangan lalai. dulu sebelum besar juga banyak user yang bantuin lo jalan, bantuin lo naik. ibarat gini, kalian udah bisa lari sendiri, malah lupa sama yang ngajarin jalan kaki.",1,9/18/2025 1:22
Kasriati Ariefin,"Masa Ia Sy sudah Pernah Daftar di Netflix Pake Email Ku,,Tapi Pas Sy Mau Login malah Katanya tidak Menemukan Akun dengan Email Sy Email Tidak Valid,,padah Sejak dlu Pake Email Itu Masuk Ke Netflix,,di suruh buat Akun Baru,,Trus Gimana Kalo Kita Udah Langganan Trus Keluar,,Mau Login Lagi Tapi Susah ??? Sia² song Duit Kita..,Apa Lg Banyak Ulasan Yg Merasa Dirugikan Dgn Kasus Yg sama Gk Bisa Login Padahal Udah Beli Langganan..,Kan Ini Seperti Aplikasi Penipu",1,9/17/2025 23:16
Indra Firmansyah,"mohon isi suara Indonesia, soalnya film banyak gada suara Indonesia .🤦",5,9/17/2025 22:24
Maria Howay,suka,5,9/17/2025 21:31
Dimas aditya Prayoga,"Netflix mohon video yang udah lama atau pernah tayang di tv hapus,,masukan video2 yang baru² tayang biar makin rame minat nya",3,9/17/2025 17:08
Eoa Gold Karawang Jawa Barat,bagus tapi aku beluk login,5,9/17/2025 17:04
F izmi Channel,"MANGKIN LAMA PENAGIHANYA MAKIN DEKAT TANGGAL NYA DARI TANGGAL 19 KE 8 KE 4 . Kll. DAN SERING KELUAR KELUAR SENDIRI. . LICIK NYA KELEN baru bayar tanggal 23 tanggal 10 di suru bayar lagi kan LICIK X OTAK KELEN, FILIM ITU ITU AJA G ADA YG BARU , DASAR BINATANG",1,9/17/2025 14:52
Pasutri,siapa saja. dapat. melihat nama,5,9/17/2025 14:44
Nazila chan,tapi sayang banget gak bisa log in,5,9/17/2025 13:35
Kujang Galuh,"aplikasi ribet,imeil benar sandi benar tetap salah,kalau buat aplikasi yg bagus jangan Abal Abal atau asal saja,👎👎👎",1,9/17/2025 12:13
Muhammad Nabil,gk jelas tiba² kgk bisa masuk,1,9/17/2025 11:42
Mas Surono,makasih terbaik,5,9/17/2025 11:34
samsul Bachri,mau login pun susah,1,9/17/2025 9:31
Koko Denata,Cara daftar ribettttttt,1,9/17/2025 9:17
Sultan Azziz,bug tidak bisa play streaming di handphone hanya keluar animasi loading padahal jaringan lancar,1,9/17/2025 8:48
Hilmy Yusuf Nauval,buffer terus padahal pake youtube 8k lancar,1,9/17/2025 7:42
Ano Pano1195,"kepada yang terhormat Netflix, tolong lah Netflix di update Flim"" barunya, dan subtitle juga semua bahasa Indonesia",1,9/17/2025 4:13
Rimal Reska,bagus.. tapi kurang lengkap menurut saya. selain film terbaru kurang lengkap. Mau nonton film Bollywood pun terbatas. tolong di buatinlah film Bollywood lengkap sesuai tahun biar bisa milih sesuai selera.,3,9/16/2025 23:36
Saupi Nanasopia,tlng tingkatkan lagi pdhl sandi google nya benar tapi di suruh buat lagi ee gmn jak mau Netflix nya ee,1,9/16/2025 22:03
Lanang Jinan B Adamson,saya sangat suka namun saya ingin jika anda menambahkan movie demon slayer terbaru secepatnya,5,9/16/2025 21:30
Panggil Royy saja,cara daftarnya harus bayar yaa ribet banget dah,1,9/16/2025 21:10
Ayam Goreng,kikir banget ajg nih game,1,9/16/2025 20:36
Linda Soft,PERINGATAN : jangan terjebak download aplikasi ini. Anda akan diminta daftar dan membayar tanpa bisa mengecek film yang ingin anda tonton terlebih dahulu. Bagaimana jika sudah saya bayar biaya langganannya tapi film lama yang ingin saya tonton ternyata tidak ada?,1,9/16/2025 18:41
liora,aplikasi ini sangat bagus film film nya lengkap dan seru saya kasih bintang 5,5,9/16/2025 16:46
Banyu Saka,aplikasi ini sangat bagus,5,9/16/2025 14:52
athifa diantoro,aplikasi ini suruh bayar dan buat akun mau nonton film gratis di teragogo aja lah,1,9/16/2025 14:10
ragna crismon,good,5,9/16/2025 13:57
Raldi Ramdani,download cuman mau nonton jojo sbr hehe,5,9/16/2025 12:26
Deri Riy,Tidak bisa memutar video,1,9/16/2025 8:51
F K,"Rattingnya skrg 3,6... brarti netflix tdk bagus lg, saya jg sdh tdk berlangganan lagi sbb rugi, film yang baru ditambahkan saya kira film² baru, ternyata film² yang sudah basi tidak layak ditonton karna kwalitasnya juga sudah pada buram, pokoknya flm²nya NETFLIX 90% film jadul, rugi berlangganan!!! Apa lg yg versi baru skrg makin RUSUH GAME CELLULAR dimasukkan ke netflix, bikin hp berat!!! Sumpah nyesel memperpanjang langganan! Bulan dpn saya tdk akan berlangganan lg, UNINSTAL lbh baik!!! 😡😡😡",1,9/16/2025 8:24
Smj Ysri,kenapa sih kl selalu metode pembayaran selalu di ubah kl telat langganan 1 minggu,3,9/16/2025 8:04
21_28Daniel,aplikasi suka menarik tagihan sesuka hati,1,9/16/2025 2:44
Rangga Fadilla,ang gilo,1,9/15/2025 22:37
Jessicasihite,saya baru download dan sudah bayar tpi gak bisa mutar video nya,1,9/15/2025 21:42
Arfa Putra,"apk ini sangat jelek,saya sudah benar memasuki sandi TPI tetep aja gabisa,bikin kesel asli,jelek👎👎",1,9/15/2025 20:57
metta bedunk,ini knpa netflix saya gak bisa kebuka ya,1,9/15/2025 20:40
zazkia rahmawati,"Netflix bisa ga ,ga berlangganan?🥰gada uang cuy hehee..",3,9/15/2025 17:58
Deddy Djumhana,terima kasih,5,9/15/2025 14:28
Melati Ferdarani,"saya berlangganan netfix tapi kenapa ga bisa dibuka. tulisannya, ""perangkatmu bukan bagian dari rumah dengan akun netflix untuk akun ini"". coba deh tolong dibenerin lagi ini gimana caranya.",1,9/15/2025 14:20
Siti Rohmah,saya tidak bisa log out gimana ya caranya,5,9/15/2025 12:41
Rifki Ihsan Maulana,tolong paket 1080p di turunkan harganya,4,9/15/2025 11:48
DARCO GAMING,saya sudah bayar 65.000 saldo saya kepotong tapi tdk terdaftar,1,9/15/2025 10:14
Tino Jam,udah Bayar ga bisa masuk tolol,1,9/15/2025 2:25
Zenal Traveler,cukup,4,9/14/2025 23:17
Uttun Apridan,bagus,5,9/14/2025 22:43
Vikram Sanusi,mau masuk saja susah,1,9/14/2025 21:42
M R,"Overall oke lah baik dari kemudahan penggunaan, tampilannya, maupun fitur-fitur menontonnya. Hanya saja untuk variasi filmnya kurang lengkap, cenderung kurang update untuk film-film bagus, dan untuk update mingguannya juga sedikit.",4,9/14/2025 19:07
Asep Kusno,sangat membantu,5,9/14/2025 18:27
Please Call Me Yesa,Kenapa saya tidak bisa menonton Netflix menggunakan WIFi padah sebelumnya saya bisa,3,9/14/2025 17:13
Ahmad Jaelani,aplikasi rusak nge bug mulu masa tiap mau nonton suka black screen kalo ga black screen video nya nge stuck tapi suara nya tetep ada,1,9/14/2025 16:31
Syafa Azzahra,y bgs klo bisa bnykin anime ny.,5,9/14/2025 14:40
Grand Master,"Kekurangan : 1.Sinopsis film terlalu sederhana, tidak menarik. 2. Terlalu sering menampilkan film rating imdb rendah di beranda. Film rating tinggi justru di pendam. 3.opsi langganan hanya 1 bualanan, tidak ada yg sekalian 3 bulan, 6 bulan, 12 bulan, kalau di buat lebih murah dikit lebih bagus lagi 4. Saran, buatkan fitur untuk membuat rating usia sendiri, misal : ketelanjangan = 21+, kekerasan = 21+, bahasa vulgar = 18+, bahasa kasar = 18+ . Dll downloader bermasalah.",1,9/14/2025 13:36
Samuel Aritonang,gangguan,1,9/14/2025 12:08
Edward Jonathan,"SAYA TELAH DAFTAR PEMBAYARAN MENGGUNAKAN SHOPEEPAY SALDO SHOPEEPAY SAYA 54.000 SUDAH TERPOTONG TETAPI AKUN TETAP TIDAK BISA DIGUNAKAN TULISAN NYA LANJUTKAN PENDAFTARAN AKUN PIHAK CS NETFLIX SUDAH SAYA HUBUNGI TETAPI JAWABAN NYA TIDAK MENYELESAIKAN MASALAH KATANYA MASALAH OTORISASI DLL,SEDANGKAN PIHAK CS SHOPEE MENGINFOKAN BAHWA SALDO TERSEBUT SUDAH SUKSES BERHASIL TERKIRIM KE PIHAK NETFLIX.NETFLIX MALAH MENYURUH SAYA MEMBATALKAN PEMBAYARAN DI SHOPEEPAY SEDANGKAN PEMBAYARAN ITU SUDAH SUKSES.",1,9/14/2025 11:36
Sahrul,hadeh Langganan mahal mahal gambar video malah SD👎👎👎,1,9/14/2025 10:56
cahaya. puri,mantap ka bagus ya,5,9/14/2025 8:34
Syipaling,"bagus sih, tapi sekedar saran aja kalo rilis film bioskop ke netflix cepetan ya... soalnya kasihan yang udah terlanjur beli vip malah film yang ditunggu-tunggu belum masuk ke netflix",4,9/14/2025 8:16
umiyana savitri,Aku suka Netflix karena aku menonton yang hangat film,5,9/14/2025 7:56
Megi Sandri,aplikasi nggak jelas udah daftar bayar nggak bisa masuk bayar lagi otomatis,1,9/14/2025 3:36
Suixa Cha,loading teros,1,9/14/2025 1:30
Prima Rachman,ok,5,9/14/2025 0:57
Adly Putra,eror muluu gajelass akhir2 ini klo bukan krena ada film yg lgi on going ogah dah gmna ni perbaikan nya min eror 5.10,1,9/13/2025 23:57
Alle Ira,nge lag mlu,3,9/13/2025 22:09
Rosembrina Simanjuntak,"udah top up malah ga bisa nonton. vidionya spt kaset rusakkk macet"". tidak layak. segera perbaiki. mau brp lama spt ini",1,9/13/2025 21:09
Atok Suprapto,Netflix tolol kata nyaa mudah tapi di persulit,1,9/13/2025 21:08
Yusri Yusri,saya tidak bisa masuk dengan menggunakan akun email saya.. entah apa penyebabnya,1,9/13/2025 20:14
Alzhri,memuat doang padahal sinyal 5g,2,9/13/2025 19:49
Dodiet Haryanto,bagus banget Netflix nya terus biasa nya di tv ada KPop demon hunters terbuat dari Netflix dan pas aku lihat foto foto orang dan ternyata ada sebuah film KPop demon hunters tapi tidak bisa nonton film itu mendingan saya nonton di tv dan rupa nya film itu ada di bioskop aku nonton situ bagus nyo,5,9/13/2025 19:07
WILLA EDREA,"apk gajelas , susah bgt login nya (klo bisa gue kasih bintang 0)",1,9/13/2025 15:22
tokeh cang,bagus,5,9/13/2025 14:55
Ryn T_Tnoob,"I really like this application, I often watch movies using this application with my family.",5,9/13/2025 14:18
Rahmah Yasmin Toyibah,"saya gak bisa login mulu, padahal udah reset katasandi tapi masih sama gabisa",1,9/13/2025 13:56
Nurul Nurul,loading mulu,5,9/13/2025 13:02
Onci Manis,Aplikasi tidak jelas😡,1,9/13/2025 12:42
Halis Khalishah,RIBET BGT BIKIN AKUNNYA. mau nyusahin orang lewat apk kah? stress,1,9/13/2025 12:25
Ochy Ochy zeinna acaya,"semua email yang di daftar kan ga valid,jelas² itu email di pake",1,9/13/2025 10:42
nicholas paschalis,"Aplikasi bagus, cuma pembayaran akan otomatis, dan itu cukup membuat saya terhambat ketika top up",1,9/13/2025 9:52
Mahatir Muhammad,mau nonton aja ribet anjir harus daftar,1,9/13/2025 1:00
Hasan Kamil,terima kasih sungguh memuaskan,5,9/12/2025 23:48
Didit Didit,good,5,9/12/2025 23:34
ikoo.,"padahal sebelumnya ga pernah samsek pake vpn, tapi kenapa ada peringatan anda menggunakan vpn. pdhl GAPAKE SAMA SEKALI, udh di tes jg hasilnya ttp sama. alhasil hrs uninstall abistu reinstall. RESOLUSI NYA JG SERING NGEDROP, padahal jaringan bagus",1,9/12/2025 23:09
Meung Xi,netflix sebenrnya sangat bagus bila nonton di laptop kualitas videonya sangat bagus tp bila nonton di HP sangat gelap itu kenapa ya heran udh diperbarui tetep aja gelap gulita videonya,2,9/12/2025 21:44
Mama Robert,"Sebelumnya tdk ada masalah. Tapi baru² ini ketika play video di hp selalu saja buffering, sama sekali tdk bisa putar..tapi di tv normal saja. Udh hapus chace di hp sampai update tetap aja buffering. Mau pakai Wi Fi atau kuota tetap aja buffering mulu tdk bisa putar sama sekali",3,9/12/2025 21:15
Faesal Abror,loginya susah,2,9/12/2025 20:17
ponco anggoro,"udah langganan kok ga bisa di putar, bisa ga balikin dana nya nyesel banget berlangganan aplikasi jelek ini",1,9/12/2025 16:44
sabrina sasa,Bagus,4,9/12/2025 13:41
Aina Hafizah,susah bgt daftar akunya,1,9/12/2025 10:53
gafin putra,buat batalkan langgana jauh lebih mudah aku sudah membatalkan langganan 2 bulan lalu masih aja ditagih dari aplikasi dana dan gak ada konfirmasi tiba tiba saldo ku hilang,1,9/12/2025 10:38
Pengguna Google,seru,5,9/12/2025 10:21
Bayu Official,"film kurang lengkap,film"" terbaru banyak yg gada",2,9/12/2025 8:34
Mahmur Setiawan,Aplikasi mantap,5,9/12/2025 7:23
Muhammad Fauzan,"film yang diadaptasi oleh Netflix banyak yang bagus, tapi untuk aplikasinya sendiri sangatlah sampah, cuma butuh satu fitur, yang sangat sangat akan bermanfaat bagi banyak orang, dan saya yakin pihak Netflix bisa membuat fitur ini dalam waktu 1 jam, 'dual subtitle' saya akan kembali untuk memberikan bintang 5 setelah fitur tersebut dirilis",3,9/12/2025 3:25
Immanuel Nainggolan,Kenapa akun saya hilang? Udah langganan tapi gak bisa login,1,9/12/2025 1:16
Fahyan Alarif,ok,5,9/12/2025 0:52
Nadya Tata,"udah daftar dan bayar 65ribu pake saldo shoppepay abis itu pas coba masuk gk bisa, disuruh selesaikan pendaftaran terus padahal saldo shoppepay sudah terpotong, trnyata pas baca ulasan banyak yg kaya gitu, nyesel bgt tdi asal bayar aja!!",1,9/12/2025 0:47
RHR MINECRAFT,"aplikasi yahudi, terlalu kikir",1,9/11/2025 21:55
Ramadhan. S,"JANGAN RUSAK HYPEJOJO SBR, DENGAN RILIS PERBATCH",1,9/11/2025 19:47
Lilis Sagita,bagus,5,9/11/2025 19:42
rikma aulia,"Dalam keterangan maaf atas ketidaknyamananya kesalahan dalam pemutaran, coba judul lain.. 10 judul flm keterangan sama aja, 2 bulan lebih langganan dan otomatis kepotong via DANA, padahal gak pernah di tonton. sekarang akun malah keluar terus padahal cuman HP dan Tv. PARAH NETFLIX. Mulai hari ini (stegah jam kebelakang baru kepotong langganan) saya UNREG aja berlangganan macam apa ini gak bisa dinikmatin",1,9/11/2025 18:22
Keshi,load videonya bug tolong perbaiki,2,9/11/2025 16:32
Rusli Wijaya,udah daptar tetep ga bisa masuk masuk harus daptar ulang lagi,1,9/11/2025 15:46
syarifudin arif1998,"apk gajelas, daftar susah lugin susah isi langganan sudah, serba gajelas",1,9/11/2025 15:27
Ozora Rafa,"aplikasi nya udah bagus, awal langganan seneng banget. Terus coba-coba cari film Sherlock Holmes, ada sih ada tapi kok cuma 1?? seharusnya kalo udah langganan gini bisa nikmatin ini aplikasi, tapi rada nyesel juga soalnya film yang mau ku tonton ngga ada. Pada akhirnya nonton di tempat lain, Saya harap segera tingkatkan lagi dong filmnya. Udah ga sabar mau liat, dan biar saya ngga nyesel juga.",4,9/11/2025 14:48
Andri Pantek,ok,5,9/11/2025 12:47
Sucipto Seno,loding terus,1,9/11/2025 11:55
Wjya83,update movie 2025 please,5,9/11/2025 11:46
wahyu din,"mohon maaf saya kali ini TIDAK langganan netflix kenapa tiba-tiba memotong pembayaran secara otomatis ya? hanya karena pernah berlangganan sekali beli, tiba-tiba memotong tanpa konfirmasi?! pada Playstore saya pun tidak ada informasi Langganan Terkait ""Langganan Netflix"" Kenapa Kalian (Pihak Netflix) secara sepihak melakukan pembayaran secara otomatis pada Pembayaran OVO saya?! apakah saya Harus Menulis Keluhan Konsumen di Website?",1,9/11/2025 10:33
Tanaka Ch,apk sampah,1,9/11/2025 10:20
Aeelin,aku cinta netflix🥰🥰🥰,5,9/11/2025 8:26
ahmad syahril,nonton video filmnya jadi asik,5,9/11/2025 7:45
Gash Poll,tidak bisa konfirmasi email,1,9/11/2025 1:24
M.Ilham B,"sekarang kemahalan, film juga kurang lengkap",1,9/10/2025 23:34
fajar auliya,berlangganan malah gabisa dibuka aplikasinya kacau,1,9/10/2025 22:09
SANDY Brebes,daftar akun ribet,1,9/10/2025 21:57
Yadi Chm,Nice,5,9/10/2025 21:27
Aibah Sulastri,ini kenapa loading bgt skrg jelek bgt netflix muter2 aja bjirr bikin emosi 😭😭😭,2,9/10/2025 20:37
Roy Martin,widih mantap bisa download game GTA ah mantap sekali😍🥰🥰🥰🥰,5,9/10/2025 20:01
Iftinant Alamsyah,"Saat menonton, kadang kualitas resolusi video berubah-ubah sehingga pengalaman menonton terasa kurang nyaman. Akan sangat membantu jika ada fitur kontrol resolusi, agar pengguna bisa menyesuaikan sesuai kebutuhan dan kondisi jaringan. Terima kasih.",2,9/10/2025 19:56
Reza Prem,kepotong ngga jelas,1,9/10/2025 19:17
Edo,"saya menyampaikan keluhan tidak di response. jadi sy sampaikan dari sini. Saat saya memutar film di HP, terdapat garis garis di ujung kanan layar. saya sudah mencoba restart HP, re install apk netflik, pembersihan memori, namun masalah masih terjadi.",1,9/10/2025 13:23
Bilal,"please, add anime akame ga kill, i Want to watch it☺️🙏",4,9/10/2025 13:09
Muhammad Iqbal,"tolol kaga jelas muter mulu, jaringan lancar",1,9/10/2025 12:46
Muhammad Nesta,"FILM nya KURANG LENGKAP 😏......masa iya kalah link situs bajakan,?",3,9/10/2025 7:10
Andika Surya,kok sekarang jadi jelek yaaa... bermasalah trus nihh,1,9/10/2025 4:29
Muhammad Zainal,ini kok gk bisaa login sihhhh aku udah ulang berkali kali ko gk bisa bisa,1,9/10/2025 2:30
lalas SN,kenapa saya tidak bisa akses app netflix di HP lagi y? kalau di TV aman,1,9/10/2025 0:25
tanpa nama,AOK SAMPAHHHH RIBETTT TAIIIKKK,1,9/9/2025 23:19
Alif Ghiebran,yapapma yaokma le that temanyenh,1,9/9/2025 23:16
Ulfa Qhaerani,"Sudah bayar langganan, dibulan pertama lancar sekali, di bulan ke dua ketika di login, tulisannya hanya Netflix doangg!",2,9/9/2025 21:40
Berlyn grace asa,"tiba-tiba saldo saya kepotong secara otomaris masuk ke netflix dan saya tidak sadar setelah itu saya mengajukan pembatalan keanggotaan namun uangnya tidak kunjung kembali hingga sekarang,Sedih banget mana itu uang darurat saya:(",1,9/9/2025 20:06
Usaha Tahapan,aplikasinya kenapa ya ? jaringan nya kenapa ? hati hati dengan rating yg terus turun dan banyak pesaing nanti masuk,4,9/9/2025 19:54
Fairuz Alya aprilia,seru tapi minusnya dikeluarin pas kita lagi asik asik nonton katanya itu karna nonton film banyak TPI gt jg,4,9/9/2025 17:48
xtryssal,"ribet banget apansi, kayaknya tempat orang² penipuan gitu, tiba tiba aja abis kirim kode ada yang tiba tiba nelpon, heran gw seribet itu masuknya, padahal film ga selengkap itu tolong diperbaiki",2,9/9/2025 17:39
Azzam,Mantap,5,9/9/2025 16:42
Aprilia Rahmawati,saya kasih bintang 3 dulu karena suka memuat pas mau nonton,3,9/9/2025 15:07
Yustina Sri Utami,i dont like your game,1,9/9/2025 15:02
Neni Priyatno,Josss,5,9/9/2025 14:35
Maple RK,Developer pelit masa daftar aja harus bayar,1,9/9/2025 13:02
Marleyn Pello,cacatttt,1,9/9/2025 12:48
Wulandari Sopitry,"gimana ini nggak bisa nonton, selalu loading di setiap film, film yg udh di download jg tetep nggak bisa di tonton. mana baru top up ini. tolong segera perbaiki atau kasih solusi bagaimana cara mengatasinya. terimakasih.",1,9/9/2025 11:17
Afik Susianto,mantul,3,9/9/2025 11:17
Novi Atul ulum,aplikasi gjls udh berlangganan malah gabisa masuk terus👎👎,1,9/9/2025 10:56
Godlife harvi,Good,5,9/9/2025 4:01
Natalie Bryant,gak guna,1,9/9/2025 0:43
Mario0 Krisman,"Halo netflix, semoga kamu membaca ini. Mengapa saya memberi bintang 1, saya merasa kecewa, karena netflix langsung memotong uang saya yang terdapar di applikasi ""dana"". Uang saya otomatis terpotong tanpa adanya persetujuan dari saya. Saya belum mengkonfirmasi tetapi pihak netflix langsung memotong uang saya untuk membayar langganan. Padahal saya belum menyetujui nya. Untuk itu saya meminta tolong dan maaf apabila ada salah kata. Saya hanya meminta uang saya kembali Terimakasih -Mario",1,9/9/2025 0:39
Sahra Wardi,"saya sudah berhenti langganan tapi tetap di potong saldo saya ini gimana jadi nya, berguna atau tidak berhenti langganan itu",1,9/9/2025 0:03
Ivan vanivan,mau nonton doang daftar nya ribet kek t a i,1,9/8/2025 22:34
Starfish Xii,jlek,1,9/8/2025 21:26
Iwan Rabany,ok,5,9/8/2025 20:45
daundra Rendz,kata sandi salah terus!!,1,9/8/2025 20:44
Masnono Ocrot,"filmnya kebanyakan tidak sesuai harapan, apa yang di cari tidak TERSEDIA 😡 bayarnya mahal tapi filmnya biasa-biasa aja 😡",1,9/8/2025 19:43
Pranasya Walker,Untuk Trailernya Gak sesuai dengan Filmnya tolong di perbaiki Lagi Netflix,4,9/8/2025 19:41
Ringsto conglee,good,5,9/8/2025 19:41
Peggy Christina,"udah mahal, terus udah gak bisa berbagi bareng keluarga.",1,9/8/2025 19:00
Aira Doang,saya gak bisa daftar ya,1,9/8/2025 18:41
zaleha Leha,saya ingin bertanya kenapa film k pop demon hunter tidak rilis di YouTube tolong kalau bisa film nya rilis di YouTube ya karna saya inggin sekali Nonton😭😭,4,9/8/2025 17:14
Dian Kalistiyono,"saldo dana langsung di potong tanpa pemberitahuan, padahal aplikasi udh di uninstall pas instal lagi aplikasi gak bisa di pake",3,9/8/2025 17:13
hafid maullana,"masuk akun aja ribet, minta kode susah reset password susah apk apaan ini ..",1,9/8/2025 17:11
Riko Yulistiawan,emang gak rekomendasi buat nonton su,1,9/8/2025 15:36
Muhammad Zahir Athif,"sekarang udah gabisa berbagi lagi walupun langganan ultra hd kecewa jujur sama Netflix, mana baru perpanjang lagi, bulan ini terakhir Langganan lagi",1,9/8/2025 13:57
Black Clover,kenapa nggk bisa login ini g mail nya dah bner aku coba buat login disney bisa masuk kenapa apk ini nggk bisa aneh kerja yng bner lah,1,9/8/2025 13:14
sefnat silfeto,semoga,5,9/8/2025 10:15
Sntuy Kanci,Netflix anj,1,9/8/2025 10:09
Bowok Ujang,"pembayaran udah setop tiba"" bayar sendiri",1,9/8/2025 10:06
Lia Olshop,sangat burukkkkkkk,1,9/8/2025 8:49
Tetii Wahyunie,udah bayar malah terus terusan di suruh daftar dan bayar lagi padahal udah jelas jelas udah bayar slado di rekening kuga udah ke potong sama netflix begitu mau masuk malah di suruh bauar lagi anehhh,1,9/8/2025 8:04
devy wulan,"kenapa pembayaran ribet banget, kenapa gk d bikim simple aj pembayaran lewat MBanking, mau langganan bayar aja susahnya",1,9/8/2025 7:12
